Review,TF-IDF Prediction,Word2Vec Prediction,BERT Prediction
amazons devices get better better each release ive had original kindle fire its in no way apple ipad replacement what it does it does better than anyone its perfect starter tablet perfect for child price keeps you from worrying about drops interface easy use,Positive,Positive,Positive
i bought it xmas for my yr old who always wants our iphones watch utube videos its cool looking well made plus alexa helpful it she still prefers our iphones because touch screen makes it bit easier stop her video more sensitive i like it dont live it,Positive,Positive,Positive
i love my smart portable speaker it has games weather news podcasts radio stations etcif something missing i can connect my bluetooth phone stream whatever other audio application i want,Positive,Positive,Positive
original electronic book bought it for my wife who reads paper book at two three week shes hooked loves kindle,Positive,Positive,Positive
kindle light easy use especially at beach,Positive,Positive,Positive
love everything about my new tablet good for on go work related stuff even just basic movie watching emails,Positive,Positive,Positive
great tablet lag free when running apps good battery life only downside lack ability screen mirror available on older versions no longer,Positive,Positive,Positive
i purchased echo for home so added tap for my office at work so i can chat with alexa at work my main reason for decent bt speaker for my office has great sound streaming my prime music xm vis xm app cant go wrong quality music alexa when i need some help with spelling hard words she getting smart pick one up you have woman talk when wife out,Positive,Positive,Positive
omg i am so enjoying sitting around back deck with family wishing we have music doesnt require plugs wires saw it online deals day read reviews ordered on he spot drove half hour drive my closet best buy play it now everyday,Positive,Positive,Positive
hard use does not support guam online instructions not clear,Positive,Positive,Negative
purchased for my fiances youngest son for christmas also replace his broken no name handheld he loved it speed ease use size perfect for him he mostly uses it for music youtube instagramall which seem work fine on it it also very affordable hes happy with it so we too,Positive,Positive,Positive
product easy use take along with you,Positive,Positive,Positive
i bought for my grand daughter when she comes over visit i set it up with her as user entered her age name now amazon makes sure she only accesses sites content appropriate her age simple do she loves capabilities i also bought installed gig sd card which gives little tablet plenty storage for price i think tablet best one out there you can spend hundreds dollars more for additional speed capacity when it comes basics tablets does everything most people will ever need at fraction cost,Positive,Positive,Positive
tablet great easy use very convenient handy have around,Positive,Positive,Positive
better than nook also cheaper if toy areally looking use as tablet not best choice great for reading basic searching,Positive,Positive,Positive
my year old download their own gameseasy set up get working thanks parental control i know what they downloading,Positive,Positive,Positive
great bluetooth speaker with added benefit alexa,Positive,Positive,Positive
i use hours day whether it for listening spotify turning on wemodevice battery life sound quality voice recognition great,Positive,Positive,Positive
replacement tablet for my wife no complaints she watches netflix on it lot,Positive,Positive,Positive
i have original gen echo has been relocated my bedroom by simply unplugging plugging back innow i have gen echo plus in my living room set up work seamlessly with my gen i could not be happier along with built in hue it makes it much better everything works just like i want sound on both devices perfect for me,Positive,Positive,Positive
has lot good features limit amount time what accessed,Positive,Positive,Positive
product good light amazing battery backup i charge kindle one in weeks great product for reasonable price usb connection easy books easy download overall everyone must have kindle with them best productmodel start withunderstandably beginner level model for people who never used kindle before features like led lights white paper background not available on model these features there on higher models so one cannot read it in dark without lights again for price you would not get any other good readersif you someone who reads in dark then i would suggest go for higher kindle models,Positive,Positive,Positive
fantastic sound from such small speaker excellent not as impressed with its other potential capabilities more difficult set those up get all various apps needed do things like get weather order items etc wish it came with more pre installed i guess,Positive,Positive,Positive
great item upgrade your house works very well,Positive,Positive,Positive
nice little tablet with great features bought one for my mom so she can read without all weight big book she also loves nice backlight so she can be on her tablet at night without lights on,Positive,Positive,Positive
good for beginners play games take picture recording videos old time,Positive,Positive,Positive
i have never owned tablet wanted ipad like most couldnt afford sticker price one fit my needs perfect i mainly just use it for web surfing streaming video no complaints so far i would recommend device,Positive,Positive,Neutral
i bought as backup i am currently using same headphone,Positive,Positive,Positive
whats sayits kindlelishous,Positive,Positive,Positive
i bought tablet for my two yr old granddaughter for christmas she loves games camera works great glad i got it for her,Positive,Positive,Positive
i bought for readinglistening books love availability expand memory now i can load movies tons books,Positive,Positive,Positive
not much say here cheap fast very functional i able install google play store everything works perfectly best tablet in its category if you want something better you better be ready pay times price,Positive,Positive,Positive
i brought my tube amplifier best buy my magnolia rep hooked it up pair bw series speakers wowit sounded like etta james right in room fantastic,Positive,Positive,Positive
i love my kindleit user friendly theres so much more than i thought,Positive,Positive,Positive
currently setting everything up on it so far so good,Positive,Positive,Positive
gets use everyday by my girlfriend who i bought it for with no complaints also love color also may get one for myself,Positive,Positive,Positive
purchase for christmas great tablet surf web read books on would recommend for any age,Positive,Positive,Positive
easy use no complains at all added all smart plugs skills works perfect,Positive,Positive,Positive
great tablet for web access works well gaming no reason spend more unless you need larger screen,Positive,Positive,Positive
i lie size weight for kindlemakes it very convenient take large books with me in digital format,Positive,Positive,Positive
i like echo show i can view my cams watch movie read news camera video slightly delayed i do wish it had jack for earphones sound on mine good,Positive,Positive,Positive
i bought one for my boyfriend one for his son its fast easy use,Positive,Positive,Positive
i had very small nano needed have more space for songs just coming out so far i love it didnt really need bigger one because i have phone will do most those things,Positive,Positive,Positive
tablet so great for school children play learn on,Positive,Positive,Positive
ive had other kindles when my current ones storage became low i knew i wanted purchase another one it can be used for variety uses,Positive,Positive,Positive
unable try light bulb because it would not hook echo pluswaiting for rest system,Positive,Positive,Positive
i wasnt offer warranty i enjoy it lot,Positive,Positive,Positive
great tablet for price we have tendency go through multiple tablets year with little kids great price does everything we want for our young kids,Positive,Positive,Positive
i like tablet has child settings time usage very helpful in setting time limits,Positive,Positive,Positive
upgrade tablet from my first kindle fire i purchased years ago love larger screen quick processing downloads great hd visuals most importantly all my previous pictures music files easily transferredaccessed by new device love fire has front rear camer too my old fire only had front facing camera granted not ipad i dont want need all ipad does i definitely dont want spend hundreds dollars on device just because it cool my fire tablet does everything i need want it costed under i am one satisfied pleased customer,Positive,Positive,Positive
nice inexpensive tablet great for reading on looking up info on internet only downfall you cant download some online games onto it,Positive,Positive,Positive
limited apps bit thicker than ipad works,Positive,Positive,Positive
i purchased tablet for my year old son he loves it great for movies games reading books online definetly would recommend it as starter tablet for young children hard protective cover plus,Positive,Positive,Positive
i have these in my house work great i just bought for christmas gifts for my family,Positive,Positive,Positive
product purchased for my grandson he had fire he however loves hd he uses it for music gaming mostly great electronic device,Positive,Positive,Positive
i can play games surf internet watch movies i can check my email just about do anything i can do on regular computeri strongly recommend it,Positive,Positive,Positive
i purchased kindle few years ago have loved flexibility it give me i can browse internet without moving my desk get on my personal computer i love fact i can continue read my books while i travel doctor office visits seem just roll by more calmly now because i can ignore office chatter tv selections i rather not watch i encouraged others make purchase several have done just my second purchase love it,Positive,Positive,Positive
bought these for christmas for my family membersive had mine for year in my kitchen just love itso much you can do with it works great with my arlo pro camerasbig plusamazon always updating show do more,Positive,Positive,Positive
my third kindle second fire i use it constantly primarily for reading electronic books currently have over books in kindle library like it best when traveling as i dont have carry bunch hardback books with me anywhere i go where i know there will be waiting line haircut doctors dentists office i have it with me use it productively read,Positive,Positive,Positive
bought kindle for my grandson he loves it it very easy use,Positive,Positive,Positive
great value i love it sounds great works,Positive,Positive,Positive
purchased get lighter tablet also update our my old tablet which had replaceable battery all around lighter thinner easier handle hd good upgrade cant beat price for comparable tablets with same features my wife reads on it daily loves it i am probably going search for another onewe have i would like try if it availablei like try different size devices see how i adjust same way with todays phones,Positive,Positive,Positive
great learning tool for my granddaughter she loves it,Positive,Positive,Positive
alexa with screen love it works perfectly with my ring doorbell,Positive,Positive,Positive
plan buy second second amazon kindle for hi e year old,Positive,Positive,Positive
it nice have access features offers,Positive,Positive,Positive
it works nice still seems like ancient techonology compared any apple product,Positive,Positive,Positive
i got for really good price i already had echo dot i kind unimpressed with i love echo show there so many more things do sound quality great,Positive,Positive,Positive
has been very nice addition it allows whole family use enjoy it,Positive,Positive,Positive
i use every day on my commute great battery life no backlight very readable with normal lighting i like built in dictionary email yourself pdf mobi files for easy transfers,Positive,Positive,Positive
purchased show after i picked up echo plus dots tap smart home system addictive i will be adding more soon,Positive,Positive,Positive
you can do some many things best part apps for free on amazon underground,Positive,Positive,Positive
my grandson really enjoys his new kindle he for for christmas present,Positive,Positive,Positive
bought few kindles in past time one it came defective port bent it hard charge still possible comes in different color gb enough space for kids has camera ok quality not best ok for pics taken by kids,Neutral,Positive,Positive
i picked up after purchasing echo i wanted something battery powered would work same as my echo i use both devices mostly for music its great be able hear pandora my amazon music library with just speaker now not have use my phone laptop etc i can just grab tap go anywhere in my house outside deck anywhere i my wireless will reach,Positive,Positive,Neutral
very satisfied with purchase my grandson loved it,Positive,Positive,Positive
its lot more then we expectedthis wonderful addition our tech life,Positive,Positive,Positive
small easy use for children when traveling,Positive,Positive,Positive
i bought it for my fianc he cant get enough it awesome purchase,Positive,Positive,Positive
i use it for everything mainly as my new alarm clock cant wait for them open it up even more,Positive,Positive,Positive
my only dislike being kindle my kindle books cannot be sorted into categories its harder find new books ive downloaded some time ago when i have search through all them,Positive,Positive,Positive
good tablet for yr old at first not interested still not bought in in case maybe one day if they decided use it on road trip good product for price,Positive,Positive,Neutral
great tablet for my yr old love profile options parental controls,Positive,Positive,Positive
i using original echo seldomly then i decided get show i use show lot more simple set up you can make calls with video great product,Positive,Positive,Positive
love it works great one in each main rooms,Positive,Positive,Positive
have been using item it seems be working quite well,Positive,Positive,Positive
once games downloaded it great for long road trips,Positive,Positive,Positive
i like being able ask about weather set alarm on my phone create shopping list all by just asking elexia,Positive,Positive,Positive
i bought as gift for my husband he constantly asking alexa questions about everything we love listening music on it as well,Positive,Positive,Positive
im normally apple snob needed cheap tablet very surprised how functional amazon fire,Positive,Positive,Positive
she loves it only problem i have getting it away from her even while riding in vehicles lol,Positive,Positive,Positive
gift fot my daughter she seems enjoy very much,Positive,Positive,Positive
purchased after theft in seattle it on sale works great,Positive,Positive,Positive
if nothing else i have peace mind should she fall need assistance then i can now better assist,Positive,Positive,Positive
tablet very light streams well i only use it stream movies its much ligher then ipad so makes mobility much better,Positive,Positive,Neutral
kindle amazing my second one price misleading however as i had pay something like another extra bucks get rid ads just know,Positive,Positive,Positive
we already had tablet for our son it time get one for our daughter they good learning tool,Positive,Positive,Positive
tablet has worked without hitch we bought it for my father who just shy with couple instructions hes been using it without further assistance,Positive,Positive,Positive
i bought for my daughter for christmas i could set her as user make it safe for her age i downloaded books apps with ease im glad she loving her fire,Positive,Positive,Positive
tablet does great deal from surfing net watching movie using all music channels affordable way stay in touch also i use it for ebooks for school,Positive,Positive,Positive
do you spend lots time on amazon do you like listening music anywhere in your home device for you even after month having tap im still learning what all i can do with it verbally play genre music in huge amazon library i even have ordered items directly from it one last feature i want share it provides accurate weather information current forecast up week,Positive,Positive,Positive
i love use alexa listen music set timeralarmsand ect my parents use show show cameras stuff for second control panel their security system,Positive,Positive,Positive
outstanding replacement tablet for my outdated overpriced ipad,Positive,Positive,Positive
just perfect for my year old nothing fancy parental control bit confusing i got it now case perfect keep itsafe just get sd card for extra memory,Positive,Positive,Positive
with seamless integration easy functionality echo show wonderful piece tech entertaining useful whole family,Positive,Positive,Positive
we got for our yr old daughter its perfect for her there hasnt been any issue with games educational apps she uses,Positive,Positive,Positive
nice portable speaker wish sound quality better,Positive,Positive,Positive
tablet grrrrrrreeeeeeeeaaaaaattttttt for children,Positive,Positive,Positive
i bought for my son who product times takes very easily electronics touch screen devices my mother bought him subscription abc mouse learning program we needed kid friendly device for him use it on at first i skeptical about spending extra for kids fire as i thought it mainly for case which i thought be cheap silicon when tablet arrived in mail i surprised find enclosure thick heavy duty type foam it provides good enclosure for kids hang onto as well as solid defender against any drops it booted up quickly once you enter your amazon information you have ability set up both account for adults childs accountthe childs account does not have access app store anything you dont want them get hold ofyou can set time limits on their account your desireyou can allow disallow any application you want their accountit comes with year subscription amazons free time unlimited which i interpreted as basically prime for kids allows access all apps games as much as they wantthe kids user interface extremely slim easy navigate he able one click any apps books games he wants use it also highlights your recently used apps in carousel at topoverall im very happy with purchase tablet as it allows him use modern technology learn grow without worrying about normal dangers internet holds if youre not careful,Positive,Positive,Positive
amazon fire hd one best deals on market ive had ipad would rather have hd its what price ipad just as good if not better,Positive,Positive,Positive
not like other android tablets in bad way,Positive,Positive,Positive
got tablet replace one had screen cracked cheaper than getting screen replaced,Positive,Positive,Positive
bought for husband replace his old one uses it all time would recommend,Positive,Positive,Positive
i debated on what tabletreader buy decided on fire i have been very pleased with it bought it on sale what great price,Positive,Positive,Positive
my brother told me about product i bought it for my son he loves it,Positive,Positive,Positive
amazon tap one my best buys year so farthe only thing could make tap better upgrade so you dont have tap every commandthat would make it star device,Positive,Positive,Positive
bought it for my son wife they love it both thought they didnt need it they find it lot fun very useful,Positive,Positive,Positive
got for my year old daughter her my three year old love it lightweight durable loaded with books games what really sold me on one over other options year anything guarantee amazon offers,Positive,Positive,Positive
i love thing its so fun easy use my year old even uses it play trolls lion king soundtrack,Positive,Positive,Positive
thing works great i would recommend all my friends should have bought one sooner we listen music non stop now,Positive,Positive,Positive
great sound amazing options love great replacement for original echo,Positive,Positive,Positive
i got tablet on deal has good quality video you can watch,Positive,Positive,Positive
thoroughly enjoy my new show love scrolling pictures,Positive,Positive,Positive
with price tag one lowend tablets with lot features certainly worth its price tag it definitely lacks features hd display its high end variant fire hd,Positive,Positive,Positive
works well we had one original fires it finally died which why we bought another great clarity better internet also,Positive,Positive,Positive
i wanted get something nice for my wife did trick ill get flowers next time,Positive,Positive,Positive
it easy set up use best buy employees huge help teaching me about many features,Positive,Positive,Positive
tablet has many educational games for preschooler,Positive,Positive,Positive
i love echo alexa awesome it christmas present also received two dots place in other rooms,Positive,Positive,Positive
bought for my teenage daughter it works beautifully with great battery life,Positive,Positive,Positive
i wanted get something nice for my wife did trick ill get flowers next time,Positive,Positive,Positive
main reason why i went with amazons echo ecosystem vs google home i bought one as gift my sister so i can easily videochat with my family my niece nephew tend fight over echo show when they want sing along their favorite songs with lyrics on screen my only wish there hdmi out connect it larger monitor huge missed opportunity in my opinion,Positive,Positive,Positive
kindle fire small does everything it should for young child worth low cost i paid for it,Positive,Positive,Positive
very neat item love all things can do,Positive,Positive,Positive
my grandchild really enjoy playing watch videos on her kindle,Positive,Positive,Positive
new kindle great gift fantastic entertainment idea,Positive,Positive,Positive
works well speakers decent sounds much better than nd generation echo,Positive,Positive,Positive
works well as it gift connected without issue along with other two,Positive,Positive,Positive
gift for my grandpa so he can do internet searches from his chair play games he loved it its simple use inexpensive,Positive,Positive,Positive
does exactly what it needed for my daughter comes at great price,Positive,Positive,Positive
i have bought cheaper tablets for my kids in past however sales associate recommend tablet it only dollars more so far i am really impressed by difference in quality,Positive,Positive,Positive
makes for decent tablet for kid with kids edition im not sure id want it as adult there much better tablets on market since its cheap thats be expected,Positive,Positive,Neutral
first echo we have used really like it it easy set up according my husband there things we would like do dont have instructions on how do them,Positive,Positive,Positive
it safe love thick case its fun fir my kids,Positive,Positive,Positive
i love memory card price good ty,Positive,Positive,Positive
alexa walks you through every step which i found helpful,Positive,Positive,Positive
i had previous model which fine for reading little slow for other things extra ram makes difference very happy if youre prime member there lots freebies,Positive,Positive,Positive
it worked really well for me as i am unschooled in ipads i used it while traveling it easy use did things i needed ie maps books downloaded internet access youtube etc i dont play games so cannot comment on,Positive,Positive,Neutral
i have only used few times so far i like it lightweight pretty easy navigate perfect screen size too i ended up purchasing second one for my fianc,Positive,Positive,Positive
purchased for my son who loves read books saw him watching old tv show he sat down with me showed me what all it could do who would figure i thought it just for reading books now i want one too,Positive,Positive,Positive
works very well easy carry around connect wifi,Positive,Positive,Positive
my wifes old kindle stopped holding charge so surprise her i stopped by my local best buy picked up kindle kindle great its has display rivals my samsung tablet pro has long battery life my wife uses it every day great for any book worm if your looking for tablet on budget,Positive,Positive,Positive
i bought replace damaged much more expensive tablet my daughters great item just as nice as more expensive one she absolutely loves it,Positive,Positive,Positive
its nice be able listen music in morning setting reminders extremely helpful i love being able operate my light bulb remotely,Positive,Positive,Positive
kindle good download apps for books catch up with reading,Positive,Positive,Positive
i love capability see it on screen it allows me not have use my hands,Positive,Positive,Positive
i have all echo products in by far best it does everything i love it,Positive,Positive,Positive
it by far best deal out there for money very happy,Positive,Positive,Positive
pleased with alexa have not used light yet ill update after use,Positive,Positive,Positive
ive love kindles for years looking for bit larger reading area what i got more i very satisfied except it just goes blank repeatedly for no apparent reason stay on i am back satisfaction,Positive,Positive,Positive
i use echo show stream music video chat drop in as camera from my home you can even see recipes other items worth money got it on sale i always wait for sales,Positive,Positive,Positive
its not regular tablet i just use it use facebook,Positive,Positive,Neutral
exactly what i looking for size wise functional,Positive,Positive,Positive
i am extremely happy with my purchase kindle very fast screen clear,Positive,Positive,Positive
my eighth kindle some others either lost screendamaged i bought it as spare current model better looking than earlier versions white case sturdier has improved screen great price also wish id bought two,Positive,Positive,Positive
i bought as gift for my grandkids they absolutely love it,Positive,Positive,Positive
just got in mail last night setting it up today i want love it kicker for me buying it being able connect our arlo cameras view instantly display in store had great sound,Positive,Positive,Positive
ive had my fire hd for about year have been very satisfied with it my wife has been using older fire nonhd i thought it time for upgrade for her so i decided buy her new fire hd for christmas i also installed sceen protector new case gb sd card before wrapping itshe very surprised pleased she noticed big difference in speed sound picture quality immediately im very happy she likes it so much thanks amazon for great product best buy for great price,Positive,Positive,Positive
love color just right size easy set up works well for what i needed it for great price,Positive,Positive,Positive
i have echo dot great for video calling intercom calling in house use it every day i run all my photos stored on amazon prime for music,Positive,Positive,Positive
i bought for my year old nephew for christmas he loves it it has great warranty,Positive,Positive,Positive
fantastic tablet fire one great small portable,Positive,Positive,Positive
i pleasantly surprised see kindle for sale in store i love my kindle especially since i able expand memory i love its portable be honest when given choice i find my self on my kindle over my laptopthe only thing i can complain about why in world amazon choose s make it nearly miracle find case for its most popular modelif you dont have kindle you dont know what your missing,Positive,Positive,Positive
gave it my granddaughter she loves iti want buy one for myself,Positive,Positive,Positive
my stepkids pretty rough on their toys these have lasted pretty darn well so far easy update add games apps school related material go for it if you looking for pretty darn decent tablet for lil ones,Positive,Positive,Positive
i purchased for my year old grandchildren they using parents phones running battery down now they have their own device can watch their cartoons play games love case it makes it easy for little hands hold on overall very good purchase,Positive,Positive,Positive
it solid product great for kids i like it lot,Positive,Positive,Positive
its nice see my calendar sound good too,Positive,Positive,Positive
brought it for my son does exactly what i want it do,Positive,Positive,Positive
highly impressed with my purchase allows me use my ipad again since my years old granddaughter finally has her own tablet great support numerous educational apps for children,Positive,Positive,Positive
super easy setup for kids use parental controls bonus,Positive,Positive,Positive
got it for my dad easy use he loves it good stepping stone for future producs,Positive,Positive,Positive
great value just right size weight suits my needs perfectly performs very well easy get accessories fit,Positive,Positive,Positive
i use it mainly for reading ebooks browsing however i wished there more apps available also before unlocking tablet ads shown in lockscreen if tab locked it stops streaming ads you can pay disable ads permanently i only recommend for basic use if you want use it for games other apps i would recommend stronger tablet like ipad samsung galaxy,Positive,Positive,Neutral
i bought after i bought amazon echo actually impulse buy i saw it bought it not reading any reviews on it because i enjoyed echo so much it does everything echo does sound quality not great when youre playing at middle volume its ok lows there doesnt sound good im guessing im comparing it with bose mini soundlink when you set volume high bass almost nonexistent mids highs loud with louder volume another difference with tap you have press mic button start saying commands where as with echo you can just say wake up word it will start listening your commands i do like fact its portable because im on edge returning it holding off until maybe another model comes out with better bass,Positive,Positive,Positive
i love my amazon fire hd its not too small not too big i looking at other tablets decided on amazon fire hd because price because i have amazon prime i purchased it online at best buy then picked it up at store on black friday it my first tablet so i wanted start with one i can have fun with i am i do have laptop for important things,Positive,Positive,Positive
i like visual with echo although i think i would have enjoyed it more if my first only alexa,Positive,Positive,Positive
i bought for my mom because she too scared even use her laptop i thought looked more user friendly since she knows my year old nephew can use ipad,Positive,Positive,Positive
i wish it has some more apps from play store some just not there,Positive,Positive,Positive
upgraded from echo just what i needed works well with my new ring door bell security cameras love versatility,Positive,Positive,Positive
awseome tablet for kids i would recommend tablet for all age groups,Positive,Positive,Positive
salesgirl very knowledgeable helped me pick out right tablet for my needs it works well as promised,Positive,Positive,Positive
good price works well best buy sales associate very helpful in selecting product,Positive,Positive,Positive
great value for money you can save instead ipad from apple,Positive,Positive,Positive
works well worth price good quality product have not had problem,Positive,Positive,Positive
great product very much recommended service at best buy always best,Positive,Positive,Positive
great tablet for childrencomes preloaded with lots applications for loads entertainment for younger children it also comes with year warranty at time purchase,Positive,Positive,Positive
our entire family loves alexa white color looks great on our kitchen counters,Positive,Positive,Positive
kindle great for just reading books battery power pretty goodthe experimental browser not very user friendly,Positive,Positive,Positive
im loving new fire mainly because i didnt fork out couple hundred for it my only beef magazines formatted for demensions ipad so dont look great on,Positive,Positive,Positive
great price great product would recommend gift,Positive,Positive,Positive
good tablet no youtube kids like on iphone dont expect iphonepad quality very basic appstore for children,Positive,Positive,Positive
love how user friendly kindle fire for any age,Positive,Positive,Positive
it amazing everything perfect it came on time,Positive,Positive,Positive
just what i looking for putin my guest room it has good picture,Positive,Positive,Positive
i bought two these fire tablets for gifts for my sons they both thrilled with features they use them for gaming music photo albums emails online activities hd what sold me i have kindle fire nd generation i enjoyed mine so much since i looked into getting one,Positive,Positive,Positive
color what got me features on point screen shows lot different displays share for now until next one,Positive,Positive,Positive
tablet pretty good i would give it stars if you able download use apps from google store one my only big complaint also how fast sd card got filled with items from amazon os thats on tablet without user knowing on other hand with four kids using tablets as reward time it helps kids free time awesome it useful,Positive,Positive,Positive
my first ebook reader read some reviews decided go with because backlight adaptive light sometimes i have adjust light manually no biggie quick easy on eyes,Positive,Positive,Positive
great speaker sound great use it every day love being able use alexa when attached my network,Positive,Positive,Positive
i bought white version have it in kitchen i use it for everything music video phone security cams news weather its perfect kitchen assistant,Positive,Positive,Positive
i would recommend anyone who like speak commands technology have it respond i purchased for my husband who sick he can ask for weather music sport events more great item,Positive,Positive,Positive
great new amazon device add my other alexa products visuals amazing it so easy use set up,Positive,Positive,Positive
setting up amazon show little trickybut i managed navigate through it its so cool add compatible equipment,Positive,Positive,Positive
tablet great for kids adult use i purchased tablet use at school with students with disabilities tablet holds up well holds charge throughout week tablet offers games do not require wifi data if you have prime membership there lot benefits when using fire for example free apps free streaming movies music etc,Positive,Positive,Neutral
great item would definitely recommend item am still learning all things about it,Positive,Positive,Positive
already have echo dot has good sound quality with hub feature you can control hue lights with alexa which convenient when walking in house with bunch groceries,Positive,Positive,Positive
works good have be very careful with kids overall good product,Positive,Positive,Positive
these ordered one for year old then ordered second one for year old they easy use age appropriate apps for each them,Positive,Positive,Positive
amazon echo products terrific quite helpful imagine taking alexa voice adding some video it really cool great for kitchen where you can use it for recipes as well as music other things,Positive,Positive,Positive
i bought two these for two my children parental controls great i can easily control their access content ability make them do something educational like read for min before playing games awesome tablet does everything i wanted it do,Positive,Positive,Positive
i like ereader it little small you can increase font,Positive,Positive,Positive
it great product price which i got it great,Positive,Positive,Positive
we have two echo ourselves purchased as gift for someone we have smart plugs for our lamps alexa turns onoff,Positive,Positive,Positive
it does everything amazon i can even see who at front door with arlo it doesnt do netflix hulu thats okay i really like sound it fills small rooms its easy now video chat with nana drop in tell my kids goodnight when i am working late,Positive,Positive,Positive
i had my doubts when i first purchased it after just day i had synced it with my thermostat lights tv bose sound system many more amazing product couldnt be happier,Positive,Positive,Positive
bought for my grandson he loves playing with it enjoys videos,Positive,Positive,Positive
new tablet great nice upgradeslove how easy it use easy get apps shop browse web,Positive,Positive,Positive
device meets needs my grandson he can read play games on it it also has parental safeguards,Positive,Positive,Positive
fun use for any age just say alexa,Positive,Positive,Positive
added screen great features visual effect plus,Positive,Positive,Positive
kids love it great christmas present even if not apple product,Positive,Positive,Positive
perfect size for me speaker clarity amazing produces great picture,Positive,Positive,Positive
best kindle charger ever took minutes being my kindle back life,Positive,Positive,Positive
i loved amazon echo be able see so much more on screen amazing i highly recommend,Positive,Positive,Positive
i love alexa system assistance version great issue people can very easily drop in on video call you wont get have option pick up you need tweak settings make sure you keep it private i installed screen protector covers camera when not in use,Positive,Positive,Positive
ive had kindles for years latest one also right up at top,Positive,Positive,Positive
bought for my year old she loves it havent had any issues,Positive,Positive,Positive
great product loving alexa so happy with it know its big part all i do,Positive,Positive,Positive
i would highly recommend kindle fire for first time user it really very easy learn navigate,Positive,Positive,Positive
i have both kindle voyage low end kindle firewhile fire amazing deal for serious reading kindle voyage far easier on eyes has superior resolution now it lacks many features less expensive fire such as color online with wifi as reader it well organized pleasuretruthfully it isnt whole lot better than paperwhite it has feature two im not sure its worth extra dollars it still excellent device,Positive,Positive,Positive
i recently had purchased enough smart home devices make good addition for home it works well with smart outlets our ring doorbell fairly well with our nest thermostatmy only complaint sometimes for no reason it will start plying movie trailer its hard get it stop still all in all happy with purchase,Positive,Positive,Positive
purchased for my grandson he loves it when setting up be sure update software,Positive,Positive,Positive
got it as christmas gift i love it i would recommend product,Positive,Positive,Positive
great tablet for price i bought it replace my ipad mini great for ereading general browsing,Positive,Positive,Positive
great tablet not for power user average users will find everything they need,Positive,Positive,Positive
fantastic product does exactly as described great gift idea,Positive,Positive,Positive
with you can make calls other echo shows using app you can call others have show i havent used feature yet since im only one i know who has one i can tell you while using app at home away from home off network you can call show i did while at work check it out caught my son coming in back door i freaked him out after he settled down we chatted via video chat for awhile both agreed it awesome you could also just drop into show from app check on house whatever wherever you have it keep in mind youre only gonna see what its pointed at camera doesnt move plus in its natural form it tilted back slightly so it point upward there stands on amazon correct tilt make it straight up down almost forgot speakers amazing you can link multiple echos together play music i have show in my living room echo in my bedroom dot connected jbl speaker in another room after set up through app i can tell alexa play music they all come life,Positive,Positive,Positive
i tryed gb see if it any different from gb found little differencemay hold more apps,Positive,Positive,Positive
got tablet for my yr old daughter it has been great for her its right size for her little hands only drawback you can not get google apps on it apps have be from amazon they might not have app you want,Positive,Positive,Positive
my second one must have one these at all times,Positive,Positive,Positive
my year old son really enjoys tablet its great,Positive,Positive,Positive
i enjoy my kindle immensely so much better than having start up my computer,Positive,Positive,Positive
does same stuff as traditional echo echo dot except it has screen if you already liked echos good addition addition screen neat certainly not essential you can see daily news headlines weather scroll across screen you can watch any arlo similar cameras on it you can watch youtube amazon video as well youll probably just watch on phone tablet tv instead,Positive,Positive,Positive
best part about echo you can actually use it watch videos security cameras connected your house listen music watch baby sleep i love my echo show,Positive,Positive,Positive
has everything you will ever need inside for children adultsa,Positive,Positive,Positive
set up simple we liked so much we bought one for my mom,Positive,Positive,Positive
too difficult setup not compatible with other equipment,Positive,Positive,Positive
very helpful for someone with disabilities saves lot stepsresponsive fun use,Positive,Positive,Positive
has been exceptional hit for us she totally loves it,Positive,Positive,Positive
echo show feels useless after few hours especially without ability watch youtube,Positive,Positive,Positive
fire tablet very powerful for size does everything,Positive,Positive,Positive
we replaced aging fire hdx she noticed wifi connection improved screen larger she prefers my ipad air,Positive,Positive,Positive
display not as sharp vivid as they say still good probably better for reading than watching videos we didnt really get it for games there good selection wifi works well internet browsing fast,Positive,Positive,Positive
first for adult price right easy use just right size,Positive,Positive,Positive
great tablet new me so i have lot learn about its functions,Positive,Positive,Positive
got for my year old daughter she enjoys playing games reading books faster processor would me it better,Positive,Positive,Positive
very nice people good product i would buy from again,Positive,Positive,Positive
bought as gift for christmas they love it,Positive,Positive,Positive
my son just loves it he thinks its easy use case comes on it has saved it,Positive,Positive,Positive
i am old traditionalist have always read from paper hard back books now i dont lose what page i on have more shelf space where books used be,Positive,Positive,Positive
bought it on sale for christmas gift well worth money does everything needed with good functionality easy use for those not too tech savvy,Positive,Positive,Positive
my second kindle have few more items learn love it easy get around apps,Positive,Positive,Positive
it has great speakers very easy set up love my echo,Positive,Positive,Positive
had echo plus over week thing amazing great sound easy move around little tricky with set up works great,Positive,Positive,Positive
kindle fire hd has larger screen vs images crisper with more vibrant colors,Positive,Positive,Positive
i dont recommend buying after month buying it wont charge turn on,Positive,Positive,Positive
i have echo i bought from best buy several months ago so when it came buying one for my son his family for christmas i knew where come its excellent information hub,Positive,Positive,Positive
alexa works great sound quality speaker terrible your much better off with echo dot bose sound link mini set up,Positive,Positive,Positive
i hesitant i am now hooked both fun useful,Positive,Positive,Positive
